PCI,latitude,longitude,device,rsrp
C,36.00178736,-78.93693016,Samsung,-129
F,36.00079467,-78.93886154,Samsung,-99
C,36.0013807,-78.93844921,Samsung,-122
D,35.99919044,-78.939793,Samsung,-99
F,36.00379748,-78.93717819,Samsung,-127
D,36.0037748,-78.93846986,Samsung,-126
D,36.00357982,-78.93916405,Samsung,-126
E,36.00280747,-78.93747627,Samsung,-89
F,36.00320283,-78.93771124,Samsung,-105
F,36.00267627,-78.93656261,Samsung,-103
F,36.00269685,-78.93587819,Samsung,-119
D,36.00025268,-78.93733339,Samsung,-113
F,36.00209859,-78.93684149,Samsung,-98
C,36.00170461,-78.94089493,Samsung,-96
D,36.00062882,-78.93798499,Samsung,-111
E,36.00109431,-78.93913017,Samsung,-111
F,36.00217378,-78.94023413,Samsung,-114
E,36.00296041,-78.93954717,Samsung,-124
F,36.00030105,-78.93876578,Samsung,-101
E,36.00373401,-78.93762783,Samsung,-103
C,36.00249603,-78.93713065,Samsung,-120
E,36.00225217,-78.93630187,Samsung,-104
E,36.00156321,-78.93780905,Samsung,-93
D,36.00010008,-78.93888994,Samsung,-82
D,36.00044842,-78.93988356,Samsung,-98
E,36.00355262,-78.9384403,Samsung,-117
C,36.00209929,-78.93690508,Samsung,-133
D,36.0001835,-78.93824886,Samsung,-108
F,36.00377549,-78.93724505,Samsung,-127
C,36.00277838,-78.9387239,Samsung,-133
E,36.00258355,-78.9380852,Samsung,-95
D,36.00355922,-78.93918603,Samsung,-127
F,36.00538501,-78.93749119,Samsung,-122
F,36.00420136,-78.93894344,Samsung,-124
E,36.00320283,-78.93771124,Samsung,-97
F,36.0023993,-78.93619222,Samsung,-121
C,36.00340512,-78.94120452,Samsung,-131
C,36.00054013,-78.93776375,Samsung,-130
F,36.0025647,-78.93547927,Samsung,-121
D,36.00130223,-78.94045946,Samsung,-106
F,36.00211953,-78.93687456,Samsung,-102
D,36.00046321,-78.93731036,Samsung,-118
F,36.00133948,-78.93657202,Samsung,-108
E,36.00106059,-78.93895091,Samsung,-100
E,36.00233232,-78.94024137,Samsung,-110
F,36.0030415,-78.93950632,Samsung,-128
F,36.00377474,-78.93772347,Samsung,-104
F,36.00169203,-78.93672408,Samsung,-95
E,36.00220921,-78.93633103,Samsung,-102
F,36.00151842,-78.9376604,Samsung,-101
D,35.99898908,-78.93994824,Samsung,-113
F,36.00131894,-78.93738151,Samsung,-110
E,36.00137808,-78.93850087,Samsung,-92
C,36.00035372,-78.938741,Samsung,-95
C,36.00157862,-78.93705076,Samsung,-126
B,35.99947867,-78.9401747,Samsung,-110
D,36.00037676,-78.93948155,Samsung,-107
C,35.99946893,-78.93931988,Samsung,-89
E,36.00376989,-78.93727379,Samsung,-123
F,36.00359314,-78.93906447,Samsung,-127
E,36.00247278,-78.93774168,Samsung,-72
E,36.0042461,-78.93887245,Samsung,-126
E,36.00279495,-78.93557764,Samsung,-111
C,36.00225206,-78.9364513,Samsung,-117
D,36.00159332,-78.94118351,Samsung,-104
D,36.00255533,-78.94122907,Samsung,-123
D,35.999984,-78.93738813,Samsung,-113
D,36.00316361,-78.94167356,Samsung,-126
C,36.00152515,-78.94089939,Samsung,-101
E,36.00079145,-78.93716171,Samsung,-118
C,36.00199865,-78.94094752,Samsung,-109
D,36.00063064,-78.93808147,Samsung,-111
F,36.00143435,-78.93952093,Samsung,-116
E,36.00078111,-78.93843635,Samsung,-85
C,36.0015536,-78.93739204,Samsung,-133
C,36.00057101,-78.94013057,Samsung,-111
F,36.00225688,-78.93672021,Samsung,-100
C,36.00208742,-78.93642187,Samsung,-125
F,36.00326809,-78.93835245,Samsung,-109
C,36.00147441,-78.93705632,Samsung,-132
C,35.99852923,-78.94021228,Samsung,-120
C,35.99861421,-78.93944555,Samsung,-118
F,35.99924457,-78.93972715,Samsung,-107
B,35.99884422,-78.9392767,Samsung,-104
F,36.00184912,-78.93701604,Samsung,-106
E,36.00148555,-78.93745895,Samsung,-110
C,36.00060991,-78.93854342,Samsung,-100
E,36.00377549,-78.93724505,Samsung,-120
F,36.00246798,-78.93813488,Samsung,-97
F,36.00288267,-78.93859349,Samsung,-116
F,36.00417038,-78.93761935,Samsung,-125
E,36.00539534,-78.93744295,Samsung,-126
C,36.00297003,-78.93742787,Samsung,-129
D,36.00272599,-78.93499789,Samsung,-128
E,36.00238636,-78.93624313,Samsung,-113
D,36.00271381,-78.93639953,Samsung,-126
D,36.00310572,-78.9417396,Samsung,-126
F,36.00231866,-78.93546033,Samsung,-120
D,35.99988551,-78.93744274,Samsung,-110
F,36.00127192,-78.93645854,Samsung,-112
F,36.00069293,-78.93659235,Samsung,-113
F,36.00093812,-78.93656477,Samsung,-111
F,36.00113851,-78.93913178,Samsung,-112
D,36.00054932,-78.93776741,Samsung,-111
F,36.00103409,-78.93789825,Samsung,-112
E,36.00308273,-78.9379864,Samsung,-98
F,36.00155544,-78.93692492,Samsung,-103
E,36.00227515,-78.93628496,Samsung,-104
F,36.00214511,-78.93727538,Samsung,-89
C,35.99838563,-78.9398956,Samsung,-123
E,36.00037676,-78.93948155,Samsung,-126
E,36.0034204,-78.93759058,Samsung,-100
C,36.003482,-78.93838802,Samsung,-124
F,36.001608,-78.93715258,Samsung,-106
C,36.00015049,-78.93843555,Samsung,-123
E,36.00177915,-78.9381542,Samsung,-80
F,36.0014889,-78.93697138,Samsung,-110
F,36.00381229,-78.93714777,Samsung,-127
D,36.00303067,-78.93757061,Samsung,-129
F,36.00389646,-78.93886473,Samsung,-124
E,36.00291246,-78.93740242,Samsung,-95
D,36.00397947,-78.93853228,Samsung,-122
D,36.00421355,-78.93900409,Samsung,-122
D,36.00320003,-78.93774414,Samsung,-129
C,36.0050246,-78.93857744,Samsung,-129
F,36.00256774,-78.93649664,Samsung,-115
D,36.00080991,-78.93831065,Samsung,-98
D,36.00051893,-78.93768394,Samsung,-110
C,36.00338289,-78.94113648,Samsung,-128
D,36.00053074,-78.93774371,Samsung,-106
F,36.00170282,-78.93596258,Samsung,-116
F,36.00070812,-78.93659335,Samsung,-117
C,36.00172793,-78.9381272,Samsung,-98
E,36.00100271,-78.93893236,Samsung,-103
E,36.00267656,-78.93994673,Samsung,-118
C,36.00109431,-78.93913017,Samsung,-113
C,35.99959243,-78.93968397,Samsung,-86
E,36.00215936,-78.93657929,Samsung,-99
C,36.00194292,-78.93652173,Samsung,-120
C,36.00207366,-78.93681203,Samsung,-126
E,36.00375775,-78.93831267,Samsung,-120
F,36.0005605,-78.93990933,Samsung,-133
F,36.00137367,-78.93861432,Samsung,-101
C,36.00033233,-78.93918882,Samsung,-107
C,36.00054604,-78.94005261,Samsung,-114
C,36.00171692,-78.9381972,Samsung,-119
C,36.00092424,-78.93828958,Samsung,-107
F,35.99958961,-78.93953201,Samsung,-107
F,36.00385968,-78.93702173,Samsung,-130
D,36.00300003,-78.93750421,Samsung,-128
D,36.00465946,-78.93919775,Samsung,-125
F,36.00280747,-78.93747627,Samsung,-90
D,36.00401698,-78.93924322,Samsung,-125
F,36.00310938,-78.93505289,Samsung,-125
C,36.00242823,-78.93617358,Samsung,-129
D,36.00175453,-78.94092322,Samsung,-107
D,36.00051079,-78.93766161,Samsung,-108
D,36.00204631,-78.9408792,Samsung,-112
F,36.00268904,-78.93547173,Samsung,-122
F,36.00207681,-78.93678169,Samsung,-95
F,36.00073481,-78.93679894,Samsung,-109
E,36.00121905,-78.93813099,Samsung,-87
C,36.00100271,-78.93893236,Samsung,-116
C,36.00104725,-78.93903363,Samsung,-113
E,36.00293886,-78.93956405,Samsung,-125
C,36.00076492,-78.93845264,Samsung,-106
C,36.00308273,-78.9379864,Samsung,-133
C,36.00328491,-78.93838382,Samsung,-134
F,36.00148402,-78.93699504,Samsung,-110
D,36.00323607,-78.93828472,Samsung,-127
D,35.99995577,-78.94054106,Samsung,-105
D,36.00307838,-78.93801035,Samsung,-131
F,36.00038195,-78.93872312,Samsung,-105
F,36.00030095,-78.93877248,Samsung,-101
D,36.00189854,-78.93806357,Samsung,-114
D,36.00182997,-78.93812341,Samsung,-112
F,36.00375907,-78.93731857,Samsung,-121
C,36.00495737,-78.93866023,Samsung,-134
D,36.00285692,-78.93744792,Samsung,-126
C,36.00303067,-78.93757061,Samsung,-133
E,36.00382156,-78.93896987,Samsung,-134
F,36.00455488,-78.93943973,Samsung,-122
E,36.00319356,-78.93762793,Samsung,-100
F,36.00527131,-78.93821044,Samsung,-127
F,36.00234273,-78.93627771,Samsung,-120
E,36.00250426,-78.93620628,Samsung,-108
C,36.00337796,-78.94106155,Samsung,-129
C,36.00332508,-78.94143346,Samsung,-127
D,36.00302771,-78.94178625,Samsung,-126
F,36.00273744,-78.93554597,Samsung,-119
F,36.00197014,-78.93664754,Samsung,-104
F,36.00074175,-78.93682086,Samsung,-115
F,36.00120157,-78.93646334,Samsung,-112
F,36.00106863,-78.93907066,Samsung,-114
F,36.00069627,-78.9382358,Samsung,-101
F,36.00142806,-78.93949054,Samsung,-123
D,36.00035372,-78.938741,Samsung,-88
D,36.00347791,-78.93748178,Samsung,-129
C,36.00210895,-78.93696122,Samsung,-130
E,36.00277297,-78.9373569,Samsung,-85
D,36.00022064,-78.93883099,Samsung,-78
A,35.99852923,-78.94021228,Samsung,-76
C,36.00000305,-78.94049938,Samsung,-107
F,36.003482,-78.93838802,Samsung,-119
F,36.0016666,-78.93717583,Samsung,-106
C,35.99948436,-78.94024943,Samsung,-110
B,35.99958838,-78.94036823,Samsung,-107
F,36.00024994,-78.9382776,Samsung,-122
E,36.0038929,-78.93700614,Samsung,-126
D,36.00435095,-78.93963256,Samsung,-123
F,36.00253708,-78.93807181,Samsung,-101
F,36.00399824,-78.93867459,Samsung,-127
F,36.0036589,-78.9384416,Samsung,-125
F,36.00429622,-78.93967013,Samsung,-136
E,36.00297185,-78.93513894,Samsung,-132
D,36.00312293,-78.93525527,Samsung,-121
F,36.00156824,-78.93646263,Samsung,-109
C,36.0000149,-78.93739747,Samsung,-120
C,36.00338289,-78.94113648,Samsung,-128
C,36.00163031,-78.94004964,Samsung,-117
F,36.00208067,-78.93654694,Samsung,-109
F,36.00067185,-78.93657479,Samsung,-111
E,36.00116243,-78.93648675,Samsung,-128
F,36.00101923,-78.93897439,Samsung,-108
E,36.00064323,-78.93810636,Samsung,-104
F,36.00091656,-78.93871467,Samsung,-82
C,35.99928621,-78.93978224,Samsung,-85
F,36.00220414,-78.93657965,Samsung,-106
F,36.00213392,-78.93639907,Samsung,-107
E,36.00280066,-78.93734515,Samsung,-87
A,35.99863022,-78.93942425,Samsung,-89
B,35.99872473,-78.94059099,Samsung,-85
F,36.00071299,-78.93890607,Samsung,-99
A,35.99947867,-78.9401747,Samsung,-110
A,35.99954555,-78.94032977,Samsung,-108
D,36.00038343,-78.9402205,Samsung,-104
E,36.00385968,-78.93702173,Samsung,-126
D,36.00304537,-78.93759929,Samsung,-129
F,36.00402917,-78.93920196,Samsung,-123
E,36.00391252,-78.93899662,Samsung,-125
D,36.00417349,-78.93958038,Samsung,-130
D,36.00247413,-78.9362496,Samsung,-129
F,36.00229713,-78.93637504,Samsung,-109
F,36.00124119,-78.93641983,Samsung,-109
F,36.00249139,-78.93585307,Samsung,-120
F,36.00245835,-78.93585676,Samsung,-118
F,36.00141796,-78.93627765,Samsung,-111
C,36.00182144,-78.94101982,Samsung,-103
D,36.00027942,-78.93763748,Samsung,-113
F,36.00312931,-78.93949159,Samsung,-128
E,36.00111366,-78.93917318,Samsung,-110
B,35.99943963,-78.93945818,Samsung,-118
F,36.00312995,-78.93775826,Samsung,-102
E,36.00169203,-78.93672408,Samsung,-96
F,36.00101346,-78.93872111,Samsung,-101
B,35.99855996,-78.94027827,Samsung,-84
D,36.00057101,-78.94013057,Samsung,-106
E,36.00326645,-78.93762741,Samsung,-97
B,36.00030306,-78.94028745,Samsung,-117
C,36.00148836,-78.93727058,Samsung,-122
E,36.00288799,-78.93730474,Samsung,-92
D,36.00118534,-78.93860795,Samsung,-98
D,35.99961126,-78.93967074,Samsung,-77
F,36.00362286,-78.9373925,Samsung,-109
D,36.00318987,-78.93885513,Samsung,-122
E,36.00253708,-78.93807181,Samsung,-92
F,36.00411097,-78.93898356,Samsung,-125
E,36.00386124,-78.93898064,Samsung,-134
E,36.00404101,-78.93916749,Samsung,-121
E,36.00320003,-78.93774414,Samsung,-101
D,36.00268078,-78.93499604,Samsung,-130
F,36.00245157,-78.9361708,Samsung,-121
F,36.00132981,-78.93656638,Samsung,-109
F,36.00251965,-78.93584908,Samsung,-119
D,35.99984691,-78.93789389,Samsung,-117
E,36.00127556,-78.93641729,Samsung,-120
C,36.00199603,-78.94095015,Samsung,-114
D,36.00081625,-78.9372689,Samsung,-111
C,36.00110231,-78.93904876,Samsung,-116
C,36.00147812,-78.93946383,Samsung,-125
F,35.99939333,-78.93944434,Samsung,-109
F,36.00230762,-78.93682147,Samsung,-105
E,36.00177702,-78.93662645,Samsung,-96
E,36.00238774,-78.9361556,Samsung,-106
B,35.99884749,-78.94002311,Samsung,-74
A,35.99902569,-78.94051622,Samsung,-84
C,36.00321264,-78.9380885,Samsung,-127
E,36.00161062,-78.93774234,Samsung,-89
F,36.00132898,-78.93865384,Samsung,-105
A,35.99900485,-78.94053627,Samsung,-88
E,36.00164801,-78.93714674,Samsung,-104
F,36.00388483,-78.93694569,Samsung,-130
D,36.00365941,-78.93849371,Samsung,-127
F,36.00529477,-78.93739906,Samsung,-129
F,36.00402454,-78.93866036,Samsung,-127
D,36.0027275,-78.93868378,Samsung,-127
F,36.00245627,-78.93775584,Samsung,-71
F,36.00320268,-78.93766525,Samsung,-105
F,36.00299108,-78.93555631,Samsung,-118
E,36.00242823,-78.93617358,Samsung,-113
D,36.0024241,-78.94124263,Samsung,-115
C,36.00106059,-78.93895091,Samsung,-111
C,36.00070706,-78.93766805,Samsung,-113
E,36.00238808,-78.94020978,Samsung,-112
F,36.00048951,-78.93864252,Samsung,-98
E,36.00351424,-78.9376,Samsung,-102
F,36.00179091,-78.93733642,Samsung,-110
D,36.00357582,-78.93755084,Samsung,-127
C,36.00057753,-78.93982776,Samsung,-108
C,35.99949299,-78.93936699,Samsung,-87
A,35.99893521,-78.93997425,Samsung,-77
E,36.00152181,-78.93734729,Samsung,-110
F,36.00209435,-78.93791838,Samsung,-90
C,36.00019343,-78.93865611,Samsung,-105
F,36.00036773,-78.93944929,Samsung,-121
F,36.0037892,-78.9372132,Samsung,-127
F,36.00375934,-78.93840048,Samsung,-133
F,36.00308066,-78.93764799,Samsung,-106
E,36.00275895,-78.93751094,Samsung,-85
F,36.00318032,-78.93759021,Samsung,-100
D,36.00414892,-78.93903489,Samsung,-120
F,36.00251242,-78.93610475,Samsung,-115
F,36.00249543,-78.93627239,Samsung,-116
E,36.00284591,-78.93584405,Samsung,-114
E,36.00263413,-78.93636523,Samsung,-111
E,36.00299108,-78.93555631,Samsung,-112
E,36.00256774,-78.93649664,Samsung,-110
E,36.00266588,-78.93653144,Samsung,-103
F,36.00239713,-78.93621175,Samsung,-120
E,36.00236955,-78.93625548,Samsung,-111
E,36.00227674,-78.9363628,Samsung,-104
D,36.00242511,-78.93626165,Samsung,-129
D,36.00256774,-78.93649664,Samsung,-131
D,36.00284284,-78.93584172,Samsung,-124
C,36.00525205,-78.93824327,Samsung,-127
E,36.0028855,-78.93536875,Samsung,-113
F,36.00298458,-78.93523967,Samsung,-109
D,36.00274348,-78.93610645,Samsung,-129
D,36.0029704,-78.9356466,Samsung,-122
F,36.00280617,-78.93533885,Samsung,-111
D,36.00275873,-78.93608005,Samsung,-129
F,36.00528206,-78.93817571,Samsung,-124
D,36.00298458,-78.93523967,Samsung,-130
E,36.00275873,-78.93608005,Samsung,-112
E,36.00523622,-78.9375396,Samsung,-122
F,36.00302952,-78.93510285,Samsung,-112
F,36.00291633,-78.93574948,Samsung,-120
F,36.0052837,-78.93810259,Samsung,-123
F,36.0029704,-78.9356466,Samsung,-120
F,36.00522164,-78.93757267,Samsung,-124
E,36.00272598,-78.93558075,Samsung,-117
D,36.00310236,-78.93540433,Samsung,-130
E,36.0030314,-78.93554496,Samsung,-114
E,36.00271536,-78.93584114,Samsung,-116
D,36.00232459,-78.93632152,Samsung,-118
E,36.00278268,-78.935361,Samsung,-113
D,36.00244589,-78.93618428,Samsung,-125
F,36.00258755,-78.93654685,Samsung,-114
E,36.00285048,-78.93529452,Samsung,-109
D,36.00520036,-78.93795231,Samsung,-115
F,36.00295338,-78.93567607,Samsung,-120
D,36.00304787,-78.9355152,Samsung,-130
F,36.00310236,-78.93540433,Samsung,-118
D,36.00511728,-78.93843755,Samsung,-127
F,36.00271354,-78.93678075,Samsung,-106
F,36.00374792,-78.93805297,Samsung,-118
D,36.00265881,-78.93632567,Samsung,-128
F,36.00305726,-78.93524724,Samsung,-121
E,36.00235261,-78.93628509,Samsung,-114
F,36.00228672,-78.93642474,Samsung,-109
D,36.00313429,-78.93522416,Samsung,-121
D,36.00306613,-78.93548649,Samsung,-130
F,36.00520187,-78.93784266,Samsung,-124
E,36.00310236,-78.93540433,Samsung,-115
C,36.00228886,-78.93639835,Samsung,-125
E,36.00311638,-78.93537234,Samsung,-112
E,36.00300574,-78.93558743,Samsung,-115
E,36.00247413,-78.9362496,Samsung,-111
F,36.00277562,-78.93605821,Samsung,-111
E,36.00315366,-78.93517258,Samsung,-116
F,36.0031193,-78.93533832,Samsung,-118
D,36.00271925,-78.93622215,Samsung,-128
F,36.0026752,-78.93671738,Samsung,-106
E,36.00297341,-78.93560765,Samsung,-110
F,36.00271536,-78.93584114,Samsung,-122
F,36.00523622,-78.9375396,Samsung,-123
E,36.0031034,-78.93529128,Samsung,-119
F,36.00301644,-78.93521371,Samsung,-109
D,36.00308653,-78.93544085,Samsung,-130
D,36.00507176,-78.93850598,Samsung,-128
E,36.0031193,-78.93533832,Samsung,-111
E,36.00294696,-78.93528553,Samsung,-119
D,36.0031193,-78.93533832,Samsung,-125
D,36.00315366,-78.93517258,Samsung,-121
D,36.00299108,-78.93555631,Samsung,-124
F,36.00287283,-78.93527357,Samsung,-116
F,36.00279556,-78.93604041,Samsung,-115
B,36.00525911,-78.93753976,Samsung,-126
E,36.00284284,-78.93584172,Samsung,-113
E,36.00298458,-78.93523967,Samsung,-114
F,36.0028952,-78.93525383,Samsung,-116
F,36.0028287,-78.93544025,Samsung,-116
E,36.00249543,-78.93627239,Samsung,-111
E,36.00232013,-78.93631081,Samsung,-106
C,36.00523813,-78.9375505,Samsung,-124
E,36.00269247,-78.93540328,Samsung,-110
D,36.00234273,-78.93627771,Samsung,-126
D,36.0029193,-78.93532598,Samsung,-129
F,36.00525911,-78.93753976,Samsung,-121
F,36.0029881,-78.93515826,Samsung,-119
D,36.00295338,-78.93567607,Samsung,-122
E,36.00523644,-78.93755702,Samsung,-118
F,36.00276154,-78.93538959,Samsung,-111
C,36.00514455,-78.93839917,Samsung,-130
D,36.00527131,-78.93821044,Samsung,-123
F,36.00270387,-78.93580585,Samsung,-122
D,36.00477956,-78.9389967,Samsung,-124
E,36.00383492,-78.93813583,Samsung,-114
D,36.00538593,-78.93769737,Samsung,-128
C,36.0024862,-78.93613481,Samsung,-129
F,36.00268635,-78.93605269,Samsung,-107
E,36.00257867,-78.93651981,Samsung,-109
D,36.00312895,-78.93507447,Samsung,-128
E,36.00276533,-78.93598507,Samsung,-110
F,36.00519968,-78.93779671,Samsung,-124
D,36.00264671,-78.93625074,Samsung,-128
E,36.00301644,-78.93521371,Samsung,-108
E,36.00272995,-78.93546283,Samsung,-117
F,36.0028282,-78.93588657,Samsung,-128
F,36.00294696,-78.93528553,Samsung,-119
E,36.00265286,-78.93600483,Samsung,-111
F,36.00294011,-78.93570656,Samsung,-120
D,36.00284977,-78.9354168,Samsung,-127
F,36.00523607,-78.93827,Samsung,-125
F,36.00270157,-78.93570502,Samsung,-116
E,36.00223789,-78.93640904,Samsung,-104
F,36.00271536,-78.93549134,Samsung,-117
D,36.00288547,-78.93580144,Samsung,-126
E,36.00288547,-78.93580144,Samsung,-113
C,36.00276779,-78.936247,Samsung,-131
F,36.00423118,-78.9391481,Samsung,-123
E,36.00268608,-78.93659536,Samsung,-98
F,36.00281795,-78.93585794,Samsung,-124
E,36.00304787,-78.9355152,Samsung,-116
F,36.00519815,-78.93776044,Samsung,-116
F,36.00269774,-78.93621828,Samsung,-112
D,36.00268635,-78.93605269,Samsung,-127
C,36.00229713,-78.93637504,Samsung,-125
E,36.00308653,-78.93544085,Samsung,-116
D,36.00419173,-78.9391141,Samsung,-121
C,36.00526085,-78.93770843,Samsung,-126
F,36.00298794,-78.93561542,Samsung,-112
F,36.00270062,-78.93577368,Samsung,-122
E,36.00294011,-78.93570656,Samsung,-111
E,36.00271117,-78.93552431,Samsung,-117
F,36.00270182,-78.93567184,Samsung,-116
F,36.00280776,-78.93624682,Samsung,-114
E,36.00278658,-78.93587022,Samsung,-115
E,36.00521185,-78.93788306,Samsung,-128
D,36.0028282,-78.93588657,Samsung,-128
E,36.00229713,-78.93637504,Samsung,-105
F,36.00265455,-78.93627055,Samsung,-116
F,36.00306613,-78.93548649,Samsung,-118
E,36.00293445,-78.93570906,Samsung,-112
E,36.00270062,-78.93577368,Samsung,-116
E,36.0027879,-78.93626467,Samsung,-109
F,36.00272951,-78.93603418,Samsung,-107
D,36.00528206,-78.93817571,Samsung,-123
F,36.00403415,-78.93861577,Samsung,-127
D,36.0026997,-78.93642471,Samsung,-126
D,36.00286911,-78.9358282,Samsung,-131
E,36.00372758,-78.9380486,Samsung,-114
F,36.00263647,-78.93636832,Samsung,-115
D,36.00266038,-78.93646856,Samsung,-127
D,36.005282,-78.93813615,Samsung,-124
C,36.00507176,-78.93850598,Samsung,-130
F,36.0030314,-78.93554496,Samsung,-112
F,36.00304787,-78.9355152,Samsung,-112
F,36.00270048,-78.93563802,Samsung,-116
D,36.00258755,-78.93654685,Samsung,-131
E,36.00223461,-78.93643761,Samsung,-102
F,36.00522793,-78.93756307,Samsung,-128
C,36.00244589,-78.93618428,Samsung,-133
D,36.00300574,-78.93558743,Samsung,-122
F,36.00271117,-78.93552431,Samsung,-117
F,36.00264671,-78.93625074,Samsung,-116
D,36.00236373,-78.93623044,Samsung,-126
F,36.00271606,-78.9361891,Samsung,-117
E,36.00310938,-78.93505289,Samsung,-112
C,36.005282,-78.93813615,Samsung,-127
C,36.00426278,-78.93915452,Samsung,-125
E,36.00267627,-78.93656261,Samsung,-104
D,36.00281795,-78.93585794,Samsung,-124
D,36.00310938,-78.93505289,Samsung,-128
F,36.00286545,-78.93582685,Samsung,-124
D,36.00437653,-78.93911808,Samsung,-124
D,36.0024862,-78.93613481,Samsung,-129
D,36.00248384,-78.9362577,Samsung,-129
E,36.00276779,-78.936247,Samsung,-109
F,36.00437653,-78.93911808,Samsung,-123
F,36.00266038,-78.93646856,Samsung,-112
F,36.00286911,-78.9358282,Samsung,-119
D,36.0030314,-78.93554496,Samsung,-130
D,36.00230206,-78.93633903,Samsung,-116
C,36.00265813,-78.93638228,Samsung,-131
E,36.00295338,-78.93567607,Samsung,-112
E,36.00287283,-78.93527357,Samsung,-107
F,36.00270035,-78.93661116,Samsung,-102
D,36.00298794,-78.93561542,Samsung,-122
E,36.00306892,-78.9352819,Samsung,-112
D,36.00306892,-78.9352819,Samsung,-125
E,36.00270929,-78.93657342,Samsung,-102
D,36.00286545,-78.93582685,Samsung,-126
E,36.00294781,-78.93519584,Samsung,-112
E,36.0028952,-78.93525383,Samsung,-109
F,36.00306892,-78.9352819,Samsung,-121
F,36.00275682,-78.93586401,Samsung,-122
F,36.00269941,-78.93573868,Samsung,-122
D,36.00305726,-78.93524724,Samsung,-130
E,36.00275682,-78.93586401,Samsung,-119
E,36.00270157,-78.93570502,Samsung,-115
F,36.00290024,-78.9357726,Samsung,-120
D,36.00275682,-78.93586401,Samsung,-124
F,36.0029193,-78.93532598,Samsung,-120
E,36.00270048,-78.93563802,Samsung,-117
F,36.0031034,-78.93529128,Samsung,-121
E,36.00270144,-78.93560798,Samsung,-118
D,36.00301644,-78.93521371,Samsung,-130
D,36.00271536,-78.93584114,Samsung,-124
E,36.00306613,-78.93548649,Samsung,-113
F,36.00296573,-78.93526063,Samsung,-123
F,36.00304307,-78.93521758,Samsung,-121
F,36.00285048,-78.93529452,Samsung,-111
F,36.00275036,-78.93542201,Samsung,-117
D,36.00294696,-78.93528553,Samsung,-130
D,36.00273274,-78.93652372,Samsung,-127
C,36.00270035,-78.93661116,Samsung,-131
D,36.00302952,-78.93510285,Samsung,-125
F,36.00300574,-78.93558743,Samsung,-112
E,36.00271536,-78.93549134,Samsung,-116
E,36.00301252,-78.93512535,Samsung,-109
F,36.00271188,-78.9366321,Samsung,-102
F,36.00294781,-78.93519584,Samsung,-116
E,36.00269941,-78.93573868,Samsung,-116
D,36.00275846,-78.93649301,Samsung,-130
D,36.00274004,-78.93632904,Samsung,-126
E,36.00270035,-78.93661116,Samsung,-97
E,36.00270182,-78.93567184,Samsung,-117
E,36.00281795,-78.93585794,Samsung,-112
D,36.00290024,-78.9357726,Samsung,-126
F,36.00270508,-78.93555991,Samsung,-117
F,36.00296968,-78.93517427,Samsung,-116
C,36.00239713,-78.93621175,Samsung,-133
F,36.00548555,-78.93699471,Samsung,-132
D,36.00311638,-78.93537234,Samsung,-125
E,36.00304307,-78.93521758,Samsung,-109
E,36.00271563,-78.935558,Samsung,-116
F,36.00273274,-78.93652372,Samsung,-106
E,36.00305726,-78.93524724,Samsung,-117
E,36.00280617,-78.93533885,Samsung,-113
E,36.00272655,-78.93655357,Samsung,-101
F,36.00282914,-78.93531711,Samsung,-111
E,36.00270508,-78.93555991,Samsung,-118
E,36.00275036,-78.93542201,Samsung,-116
E,36.00296573,-78.93526063,Samsung,-114
E,36.00276154,-78.93538959,Samsung,-113
E,36.00290024,-78.9357726,Samsung,-111
E,36.00282914,-78.93531711,Samsung,-110
E,36.00298794,-78.93561542,Samsung,-110
E,36.00290151,-78.93534696,Samsung,-108
E,36.0029881,-78.93515826,Samsung,-115
F,36.00301252,-78.93512535,Samsung,-115
E,36.00270387,-78.93580585,Samsung,-116
D,36.00278658,-78.93587022,Samsung,-124
E,36.00554965,-78.93688798,Samsung,-124
D,36.0031034,-78.93529128,Samsung,-125
E,36.00271867,-78.93631077,Samsung,-112
E,36.00273274,-78.93652372,Samsung,-102
F,36.00278658,-78.93587022,Samsung,-124
F,36.00291548,-78.93509177,Samsung,-134
D,36.00304307,-78.93521758,Samsung,-130
E,36.00292665,-78.93521509,Samsung,-107
F,36.00311638,-78.93537234,Samsung,-118
E,36.00296968,-78.93517427,Samsung,-113
D,36.00270035,-78.93661116,Samsung,-131
F,36.00292665,-78.93521509,Samsung,-116
F,36.00284284,-78.93584172,Samsung,-124
F,36.00290151,-78.93534696,Samsung,-116
D,36.00291633,-78.93574948,Samsung,-126
C,36.00271188,-78.9366321,Samsung,-131
F,36.00270144,-78.93560798,Samsung,-116
C,36.00277197,-78.9369191,Samsung,-133
F,36.00278717,-78.93694855,Samsung,-94
D,36.00278717,-78.93694855,Samsung,-123
F,36.00276229,-78.93689018,Samsung,-95
E,36.00277197,-78.9369191,Samsung,-86
F,36.00277197,-78.9369191,Samsung,-95
E,36.00278717,-78.93694855,Samsung,-93
E,36.00276229,-78.93689018,Samsung,-99
D,36.00277197,-78.9369191,Samsung,-123
E,36.00274944,-78.9368614,Samsung,-106
F,36.00272674,-78.93680995,Samsung,-95
C,36.00274944,-78.9368614,Samsung,-133
D,36.00276229,-78.93689018,Samsung,-123
D,36.00272674,-78.93680995,Samsung,-123
F,36.00274944,-78.9368614,Samsung,-95
F,36.00271354,-78.93678075,Samsung,-106
E,36.00272674,-78.93680995,Samsung,-95
